filename,project_id,counterparty,exec_date,doc_type,parent_dir,year_bucket,src_path,size_bytes,normalized_filename
6234 Amendment and Restated Wind Park PPSA.pdf,6234,6234  and  Wind Park,,AMENDMENT_AND_RESTATED,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6234 Amendment and Restated Wind Park PPSA.pdf,2374887,6234_6234_and_Wind_Park_AMENDMENT_AND_RESTATED.pdf
Golden Springs Building H_Executed Final.pdf,,Golden Springs Building H Executed,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Golden Springs Building H_Executed Final.pdf,1647717,NA_Golden_Springs_Building_H_Executed_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_6452_Yavi Energy_REMAT PPA_Executed 7-22-2015.pdf,6452,Yavi Energy REMAT PPA Executed 7 22 2015,2015-07-22,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_6452_Yavi Energy_REMAT PPA_Executed 7-22-2015.pdf,1594483,6452_Yavi_Energy_REMAT_PPA_Executed_7_22_2015_2015-07-22_OTHER.pdf
Rancho Cucamonga Distribution Center 1_Executed Final.pdf,,Rancho Cucamonga Distribution Center 1 Executed,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Rancho Cucamonga Distribution Center 1_Executed Final.pdf,6863885,NA_Rancho_Cucamonga_Distribution_Center_1_Executed_OTHER.pdf
SCE 67RK 8ME PPA.pdf,,SCE 67RK 8ME,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__SCE 67RK 8ME PPA.pdf,3979722,NA_SCE_67RK_8ME_PPA.pdf
SCE - LibertyPPA.pdf,,SCE   LibertyPPA,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE - LibertyPPA.pdf,820423,NA_SCE_LibertyPPA_OTHER.pdf
1209 - Imperial Valley Resource Recovery Company.pdf,1209,Imperial Valley Resource Recovery Company,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__1209 - Imperial Valley Resource Recovery Company.pdf,5168991,1209_Imperial_Valley_Resource_Recovery_Company_OTHER.pdf
SEPV Palmdale East.pdf,,SEPV Palmdale East,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__SEPV Palmdale East.pdf,2540875,NA_SEPV_Palmdale_East_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5837 SR Solis Vestal Fireman - PPA FULLY EXECUTED.pdf,5837,SR Solis Vestal Fireman,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5837 SR Solis Vestal Fireman - PPA FULLY EXECUTED.pdf,4247840,5837_SR_Solis_Vestal_Fireman_PPA.pdf
6318 Alta Wind V PPA.pdf,6318,6318 Alta Wind V,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__6318 Alta Wind V PPA.pdf,1636884,6318_6318_Alta_Wind_V_PPA.pdf
PPA.pdf,,,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__PPA.pdf,2726008,NA_unknown_PPA_v1.pdf
SCE California Sunrise I PPA.pdf,,SCE California Sunrise I,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE California Sunrise I PPA.pdf,1615848,NA_SCE_California_Sunrise_I_PPA.pdf
Sun E Oxnard_Executed Final.pdf,,Sun E Oxnard Executed,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Sun E Oxnard_Executed Final.pdf,3310117,NA_Sun_E_Oxnard_Executed_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5877 PPA Freeway Springs LLC.pdf,5877,Freeway Springs LLC,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5877 PPA Freeway Springs LLC.pdf,3514049,5877_Freeway_Springs_LLC_PPA.pdf
3103 - Coso Clean Power.pdf,3103,Coso Clean Power,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__3103 - Coso Clean Power.pdf,15310776,3103_Coso_Clean_Power_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5888 07.16.2015 2014 RPS Procurement Plan PPA - RE Garland - FINAL.pdf,5888,07.16.2015 2014 RPS Procurement Plan    RE Garland,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5888 07.16.2015 2014 RPS Procurement Plan PPA - RE Garland - FINAL.pdf,9077890,5888_07_16_2015_2014_RPS_Procurement_Plan_RE_Garland_PPA.pdf
"2015-02-25, Lancaster WAD B, PPA.pdf",2015,02 25  Lancaster WAD B,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__2015-02-25, Lancaster WAD B, PPA.pdf",4563229,2015_02_25_Lancaster_WAD_B_PPA.pdf
PPA.pdf,,,,PPA,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__PPA.pdf,2776224,NA_unknown_PPA_v2.pdf
6321 Alta Wind VIII PPA.pdf,6321,6321 Alta Wind VIII,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__6321 Alta Wind VIII PPA.pdf,2864183,6321_6321_Alta_Wind_VIII_PPA.pdf
RE Yakima.pdf,,RE Yakima,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__RE Yakima.pdf,2143983,NA_RE_Yakima_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_Renewable_Power_Purchase_and_Sale_Agreement.pdf,5490,Renewable Power Purchase and Sale Agreement,,OTHER,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__Confidential - market sensitive pursuant to D.06-06-066_5490_Renewable_Power_Purchase_and_Sale_Agreement.pdf,2643445,5490_Renewable_Power_Purchase_and_Sale_Agreement_OTHER.pdf
6097 Boxcar II Amendment No1 12-30-04.pdf,6097,6097 Boxcar II  No1,2004-12-30,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6097 Boxcar II Amendment No1 12-30-04.pdf,686586,6097_6097_Boxcar_II_No1_2004-12-30_AMENDMENT.pdf
1225 - Riverside County Waste Management CREST Agreement.pdf,1225,Riverside County Waste Management CREST Agreement,,AGREEMENT,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__1225 - Riverside County Waste Management CREST Agreement.pdf,2262775,1225_Riverside_County_Waste_Management_CREST_Agreement_AGREEMENT.pdf
Sun E San Bernardino_Executed Final.pdf,,Sun E San Bernardino Executed,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Sun E San Bernardino_Executed Final.pdf,3833042,NA_Sun_E_San_Bernardino_Executed_OTHER.pdf
"2017-07-12, Terra-Gen 251 Wind (Monolith XI), Amendment 4.pdf",2017,07 12  Terra Gen 251 Wind (Monolith XI)   4,,AMENDMENT,,1985-1989,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__2017-07-12, Terra-Gen 251 Wind (Monolith XI), Amendment 4.pdf",142804,2017_07_12_Terra_Gen_251_Wind_Monolith_XI_4_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_4225_PPA_Desert Water Agency_Whitewater Project.pdf,4225,PPA Desert Water Agency Whitewater Project,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_4225_PPA_Desert Water Agency_Whitewater Project.pdf,7118031,4225_PPA_Desert_Water_Agency_Whitewater_Project_OTHER.pdf
6333 Mountain View Power Partners PPA_Redacted.pdf,6333,6333 Mountain View Power Partners PPA Redacted,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__6333 Mountain View Power Partners PPA_Redacted.pdf,885626,6333_6333_Mountain_View_Power_Partners_PPA_Redacted_OTHER.pdf
Sun E Torrance_Executed Final.pdf,,Sun E Torrance Executed,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Sun E Torrance_Executed Final.pdf,1508436,NA_Sun_E_Torrance_Executed_OTHER.pdf
6234 Amendment No.2.pdf,6234,6234  No.2,,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6234 Amendment No.2.pdf,1022129,6234_6234_No_2_AMENDMENT.pdf
"2014-11-03, Mound Solar Partnership XI - US-TOPCO (Soccer Center), PPA.pdf",2014,11 03  Mound Solar Partnership XI   US TOPCO (Soccer Center),,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__2014-11-03, Mound Solar Partnership XI - US-TOPCO (Soccer Center), PPA.pdf",1137528,2014_11_03_Mound_Solar_Partnership_XI_US_TOPCO_Soccer_Center_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar, LLC - PPA FULLY EXECUTED.pdf",5822,Longboat Solar  LLC,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar, LLC - PPA FULLY EXECUTED.pdf",4454932,5822_Longboat_Solar_LLC_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5485_Renewable Power Purchase and Sale Agreement.pdf,5485,Renewable Power Purchase and Sale Agreement,,PPA,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__Confidential - market sensitive pursuant to D.06-06-066_5485_Renewable Power Purchase and Sale Agreement.pdf,2622395,5485_Renewable_Power_Purchase_and_Sale_Agreement_PPA.pdf
Rancho Cucamonga Distribution Center 1_Executed Final.pdf,,Rancho Cucamonga Distribution Center 1 Executed,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Rancho Cucamonga Distribution Center 1_Executed Final.pdf,6863885,NA_Rancho_Cucamonga_Distribution_Center_1_Executed_OTHER_v1.pdf
6317 Alta Wind IV PPA.pdf,6317,6317 Alta Wind IV,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__6317 Alta Wind IV PPA.pdf,1630110,6317_6317_Alta_Wind_IV_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5828 Rio Bravo Solar II, LLC - PPA FULLY EXECUTED.pdf",5828,Rio Bravo Solar II  LLC,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5828 Rio Bravo Solar II, LLC - PPA FULLY EXECUTED.pdf",4185425,5828_Rio_Bravo_Solar_II_LLC_PPA.pdf
#6319 CONFIDENTIAL PPA.pdf,6319,#6319 CONFIDENTIAL,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__#6319 CONFIDENTIAL PPA.pdf,13096363,6319_6319_CONFIDENTIAL_PPA.pdf
Catalina Solar 2.pdf,,Catalina Solar 2,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Catalina Solar 2.pdf,2168821,NA_Catalina_Solar_2_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5827 Rio Bravo Solar I, LLC - PPA FULLY EXECUTED.pdf",5827,Rio Bravo Solar I  LLC,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5827 Rio Bravo Solar I, LLC - PPA FULLY EXECUTED.pdf",4081177,5827_Rio_Bravo_Solar_I_LLC_PPA.pdf
6334 Goshen Phase II _Redacted.pdf,6334,6334 Goshen Phase II  Redacted,,OTHER,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__6334 Goshen Phase II _Redacted.pdf,3742526,6334_6334_Goshen_Phase_II_Redacted_OTHER.pdf
Park Meridian 1.pdf,,Park Meridian 1,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Park Meridian 1.pdf,2932610,NA_Park_Meridian_1_OTHER_v1.pdf
Sun E Jurupa Fontana_Executed Final.pdf,,Sun E Jurupa Fontana Executed,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Sun E Jurupa Fontana_Executed Final.pdf,1572630,NA_Sun_E_Jurupa_Fontana_Executed_OTHER.pdf
6319 Alta Wind VI  PPA.pdf,6319,6319 Alta Wind VI,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__6319 Alta Wind VI  PPA.pdf,11310033,6319_6319_Alta_Wind_VI_PPA.pdf
"2017-10-10, Royal Farms #2, Termination Notice.pdf",2017,10 10  Royal Farms #2  Termination,,NOTICE,,1985-1989,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__2017-10-10, Royal Farms #2, Termination Notice.pdf",23494,2017_10_10_Royal_Farms_2_Termination_NOTICE.pdf
"2017-11-30, Terra-Gen 251 Wind (Monolith XI), Amendment 5.pdf",2017,11 30  Terra Gen 251 Wind (Monolith XI)   5,,AMENDMENT,,1985-1989,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__2017-11-30, Terra-Gen 251 Wind (Monolith XI), Amendment 5.pdf",240719,2017_11_30_Terra_Gen_251_Wind_Monolith_XI_5_AMENDMENT.pdf
SCE Desert Sunlight PPA_2008.pdf,,SCE Desert Sunlight PPA 2008,,OTHER,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__SCE Desert Sunlight PPA_2008.pdf,1574092,NA_SCE_Desert_Sunlight_PPA_2008_OTHER.pdf
"2017-07-12, Terra-Gen 251 Wind (Monolith XIII), Amendment 5.pdf",2017,07 12  Terra Gen 251 Wind (Monolith XIII)   5,,AMENDMENT,,1985-1989,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__2017-07-12, Terra-Gen 251 Wind (Monolith XIII), Amendment 5.pdf",136376,2017_07_12_Terra_Gen_251_Wind_Monolith_XIII_5_AMENDMENT.pdf
PPA.pdf,,,,PPA,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__PPA.pdf,2759026,NA_unknown_PPA_v3.pdf
Confidential - market sensitive pursuant to D.06-06-066_4252_PPA_Calleguas Municipal Water District_Springville Hydro.pdf,4252,PPA Calleguas Municipal Water District Springville Hydro,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_4252_PPA_Calleguas Municipal Water District_Springville Hydro.pdf,1566870,4252_PPA_Calleguas_Municipal_Water_District_Springville_Hydro_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5874 PPA Golden Springs Building F LLC.pdf,5874,Golden Springs Building F LLC,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5874 PPA Golden Springs Building F LLC.pdf,1796020,5874_Golden_Springs_Building_F_LLC_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5836 SR Solis Vestal Herder - PPA FULLY EXECUTED.pdf,5836,SR Solis Vestal Herder,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5836 SR Solis Vestal Herder - PPA FULLY EXECUTED.pdf,4628771,5836_SR_Solis_Vestal_Herder_PPA.pdf
SCE Terra-Gen 251 Wind LLC PPA II Rap ID 6310 w Amend 1-2-3.pdf,6310,SCE Terra Gen 251 Wind LLC  II Rap ID 6310 w  1 2 3,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__SCE Terra-Gen 251 Wind LLC PPA II Rap ID 6310 w Amend 1-2-3.pdf,6291205,6310_SCE_Terra_Gen_251_Wind_LLC_II_Rap_ID_6310_w_1_2_3_PPA.pdf
Sun E San Bernardino_Executed Final.pdf,,Sun E San Bernardino Executed,,OTHER,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Sun E San Bernardino_Executed Final.pdf,3833042,NA_Sun_E_San_Bernardino_Executed_OTHER_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5875 PPA Golden Springs Development Company LLC, Golden Springs B~1.pdf",5875,Golden Springs Development Company LLC  Golden Springs B~1,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5875 PPA Golden Springs Development Company LLC, Golden Springs B~1.pdf",1786907,5875_Golden_Springs_Development_Company_LLC_Golden_Springs_B_1_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_1238 - Republic Sonoma PPA EXECUTED.pdf,1238,Republic Sonoma,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_1238 - Republic Sonoma PPA EXECUTED.pdf,2605819,1238_Republic_Sonoma_PPA.pdf
6089 CTV Power Amendment No2 11-10-92.pdf,6089,6089 CTV Power  No2,1992-11-10,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6089 CTV Power Amendment No2 11-10-92.pdf,183894,6089_6089_CTV_Power_No2_1992-11-10_AMENDMENT.pdf
6118 - Windpower Partners 1993 - Interconnection Agreement.pdf,6118,Windpower Partners 1993   Interconnection Agreement,,AGREEMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6118 - Windpower Partners 1993 - Interconnection Agreement.pdf,19275,6118_Windpower_Partners_1993_Interconnection_Agreement_AGREEMENT.pdf
Sun E Jurupa Fontana_Executed Final.pdf,,Sun E Jurupa Fontana Executed,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Sun E Jurupa Fontana_Executed Final.pdf,1572630,NA_Sun_E_Jurupa_Fontana_Executed_OTHER_v1.pdf
3115 Coso Clean Power  (IS UNDER 3103) PPA_Redacted.pdf,3115,3115 Coso Clean Power  (IS UNDER 3103) PPA Redacted,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__3115 Coso Clean Power  (IS UNDER 3103) PPA_Redacted.pdf,7612279,3115_3115_Coso_Clean_Power_IS_UNDER_3103_PPA_Redacted_OTHER.pdf
#6322 CONFIDENTIAL Pinyon Pines II PPA.pdf,6322,#6322 CONFIDENTIAL Pinyon Pines II,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__#6322 CONFIDENTIAL Pinyon Pines II PPA.pdf,1596676,6322_6322_CONFIDENTIAL_Pinyon_Pines_II_PPA.pdf
6055 Coram Energy Amendment No1 9-21-84.pdf,6055,6055 Coram Energy  No1 9 21 84,,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6055 Coram Energy Amendment No1 9-21-84.pdf,96444,6055_6055_Coram_Energy_No1_9_21_84_AMENDMENT.pdf
Wildwood PPA.pdf,,Wildwood,,PPA,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Wildwood PPA.pdf,2311964,NA_Wildwood_PPA_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5829 Wildwood Solar II, LLC - PPA FULLY EXECUTED.pdf",5829,Wildwood Solar II  LLC,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5829 Wildwood Solar II, LLC - PPA FULLY EXECUTED.pdf",4040535,5829_Wildwood_Solar_II_LLC_PPA.pdf
SCE Terra-Gen 251 Wind LLC PPA I Rap ID 6309 w Amend1-2-3.pdf,6309,SCE Terra Gen 251 Wind LLC  I Rap ID 6309 w  2 3,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__SCE Terra-Gen 251 Wind LLC PPA I Rap ID 6309 w Amend1-2-3.pdf,5830923,6309_SCE_Terra_Gen_251_Wind_LLC_I_Rap_ID_6309_w_2_3_PPA.pdf
SCE Metropolitan Water District PPA 02-19-03.pdf,,SCE Metropolitan Water District,2003-02-19,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE Metropolitan Water District PPA 02-19-03.pdf,5002899,NA_SCE_Metropolitan_Water_District_2003-02-19_PPA.pdf
2661-E Appendix F Confidential - McCoy PPSA.pdf,2661,E Appendix F Confidential   McCoy,,PPA,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__2661-E Appendix F Confidential - McCoy PPSA.pdf,14479177,2661_E_Appendix_F_Confidential_McCoy_PPA.pdf
"2017-11-30, Difwind Farms Limited V, Amendment 5.pdf",2017,11 30  Difwind Farms Limited V   5,,AMENDMENT,,1985-1989,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__2017-11-30, Difwind Farms Limited V, Amendment 5.pdf",243534,2017_11_30_Difwind_Farms_Limited_V_5_AMENDMENT.pdf
6118 - Windpower Partners 1993 - Amendment 4.pdf,6118,Windpower Partners 1993    4,,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6118 - Windpower Partners 1993 - Amendment 4.pdf,220537,6118_Windpower_Partners_1993_4_AMENDMENT.pdf
SCE - Sierra Biomass PPA.pdf,,SCE   Sierra Biomass,,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE - Sierra Biomass PPA.pdf,818630,NA_SCE_Sierra_Biomass_PPA.pdf
6112 PPA.pdf,6112,6112,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6112 PPA.pdf,1614861,6112_6112_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II, Rochester_PPA_Executed_Law Stamp_Final.pdf",5791,Sestina Solar II  Rochester PPA Executed Law Stamp Final,,OTHER,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II, Rochester_PPA_Executed_Law Stamp_Final.pdf",1421083,5791_Sestina_Solar_II_Rochester_PPA_Executed_Law_Stamp_Final_OTHER.pdf
Pumpjack solar 1 PPA.pdf,,Pumpjack solar 1,,PPA,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Pumpjack solar 1 PPA.pdf,2424955,NA_Pumpjack_solar_1_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5512 Little Rock Pham Solar PV PPA.pdf,5512,Little Rock Pham Solar PV,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5512 Little Rock Pham Solar PV PPA.pdf,1690464,5512_Little_Rock_Pham_Solar_PV_PPA.pdf
6332 Horseshoe Bend PPA_Redacted.pdf,6332,6332 Horseshoe Bend PPA Redacted,,OTHER,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__6332 Horseshoe Bend PPA_Redacted.pdf,4837646,6332_6332_Horseshoe_Bend_PPA_Redacted_OTHER.pdf
6055 Coram Energy PPA 8-7-84.pdf,6055,6055 Coram Energy  8 7 84,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6055 Coram Energy PPA 8-7-84.pdf,2683508,6055_6055_Coram_Energy_8_7_84_PPA.pdf
Catalina Solar 2.pdf,,Catalina Solar 2,,OTHER,,2013,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013__Catalina Solar 2.pdf,2168821,NA_Catalina_Solar_2_OTHER_v1.pdf
"2016-05-06, One Ten Partners, PPA.pdf",2016,05 06  One Ten Partners,,PPA,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__2016-05-06, One Ten Partners, PPA.pdf",1700943,2016_05_06_One_Ten_Partners_PPA.pdf
Citizen Solar B PPA.pdf,,Citizen Solar B,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Citizen Solar B PPA.pdf,6931547,NA_Citizen_Solar_B_PPA.pdf
SCE Geysers PPA 12-20-02.pdf,,SCE Geysers,2002-12-20,PPA,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE Geysers PPA 12-20-02.pdf,5298716,NA_SCE_Geysers_2002-12-20_PPA.pdf
SCE - MM Tajiguas Energy LLC.pdf,,SCE   MM Tajiguas Energy LLC,,OTHER,,2002-2006,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2002-2006__SCE - MM Tajiguas Energy LLC.pdf,4339398,NA_SCE_MM_Tajiguas_Energy_LLC_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5795 SunEdison, E Philadelphia_PPA_Executed_Law Stamp_Final.pdf",5795,SunEdison  E Philadelphia PPA Executed Law Stamp Final,,OTHER,,2013-2015,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5795 SunEdison, E Philadelphia_PPA_Executed_Law Stamp_Final.pdf",3701636,5795_SunEdison_E_Philadelphia_PPA_Executed_Law_Stamp_Final_OTHER.pdf
6114 SCE Contract Long Term Power Purchase.pdf,6114,6114 SCE Contract Long Term Power Purchase,,PPA,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6114 SCE Contract Long Term Power Purchase.pdf,2410949,6114_6114_SCE_Contract_Long_Term_Power_Purchase_PPA.pdf
